synthetic_id,year,yearbook_table_id,yearbook_table_trans,bgs_statistic_type_trans,country_trans,country_iso2_code,country_iso3_code,pole_of_inaccessibility_longitude,pole_of_inaccessibility_latitude,bgs_commodity_code,bgs_commodity_trans,bgs_sub_commodity_trans,erml_group,erml_commodity,erml_sub_commodity,cgi_commodity_url,quantity,quantity_in_book_style,data_precision_description,sdmx_code,sdmx_translation,units,concat_table_notes_code,concat_table_notes_text,concat_figure_notes_code,concat_figure_notes_text
1-271-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,France,FR,FRA,2.452177,46.620563,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,5931,5931,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-33-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,Liberia,LR,LBR,-9.430151,6.456315,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,800,800,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",*,Estimates.
1-262-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,Australia,AU,AUS,132.721356,-23.137734,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,253084,253084,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-26-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,Guinea,GN,GIN,-10.283343,10.617195,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,7862,7862,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-30236-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,"Korea, Dem. P.R. of",KP,PRK,127.000000,40.000000,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,5000,5000,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",*,Estimates.
1-30237-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,Korea (Rep. of),KR,KOR,128.000000,36.000000,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1226,1226,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-172-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,Philippines,PH,PHL,121.417908,17.522436,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,27026,27026,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-285-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,New Zealand,NZ,NZL,169.942601,-44.750720,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,12132,12132,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-79-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,Argentina,AR,ARG,-64.247496,-31.841561,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,837,837,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-151-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,Iran,IR,IRN,55.508706,31.955713,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,370,370,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-208-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,Fiji,FJ,FJI,177.975198,-17.824134,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,3495,3495,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-87-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,Brazil,BR,BRA,-49.028010,-12.408957,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,62424,62424,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-110-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,Honduras,HN,HND,-86.625162,14.818428,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,111,111,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-39-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,Mauritania,MR,MRT,-9.418948,19.331734,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1196,1196,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-30150-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,Slovakia,SK,SVK,19.480382,48.704935,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,518,518,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-31-883-57-1995,1995-01-01 00:00:00,57,Mine production of gold,Production,Kenya,KE,KEN,37.821488,0.551546,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,151,151,,A,Normal value,kilograms,1|2|3,"Greece, Norway and Thailand are believed to produce gold|In addition to the countries listed, Botswana, Central African Republic, Gabon, Laos, Madagascar, Nigeria, Rwanda and Sierra Leone produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
